domain,url,start,end
google.com,https://www.google.com/finance/quote/RCI:BKK,1777693391.400526285,1777693397.385972261
google.com,https://www.google.com/finance/quote/RBF1012:MUTF_CA,1777693402.386159658,1777693408.195151329
google.com,https://www.google.com/finance/quote/519003:BOM,1777693413.195329189,1777693419.330470085
geeksforgeeks.org,https://www.geeksforgeeks.org/javascript/how-to-make-ajax-call-from-javascript/,1777693424.330653429,1777693437.572686434
google.com,https://www.google.com/finance/quote/LXE:CVE,1777693442.572860479,1777693448.758465528
yahoo.com,https://www.yahoo.com/news/musk-doge-takeover-peace-institute-213714970.html,1777693453.758668900,1777693578.859861851
geeksforgeeks.org,https://www.geeksforgeeks.org/css/css-border-bottom-right-radius-property/,1777693583.860032082,1777693708.961515427
google.com,https://www.google.com/finance/quote/RFX:LON,1777693713.961692810,1777693762.079327583
geeksforgeeks.org,https://www.geeksforgeeks.org/javascript/explain-the-generator-function-in-es6/,1777693767.079521418,1777693778.528384686
yahoo.com,https://www.yahoo.com/news/articles/raleigh-convention-center-reopens-dec-162350990.html,1777693783.528543949,1777693792.026103497
google.com,https://www.google.com/finance/quote/JGSMX:MUTF,1777693797.026265144,1777693803.599020958
google.com,https://www.google.com/finance/quote/NWF:NZE,1777693808.599251032,1777693815.185340881
google.com,https://www.google.com/intl/ar_ae/adsense/start/solutions/,1777693820.185553551,1777693834.896476746
google.com,https://www.google.com/finance/quote/VUN:TSE,1777693839.896667242,1777693846.324910402
yahoo.com,https://www.yahoo.com/entertainment/rip-irv-gotti-visionary-brought-091844724.html,1777693851.325091600,1777693860.359248400
github.com,https://github.com/NirajDN/FARMACY,1777693865.359429836,1777693872.706408501
github.com,https://github.com/orgs/community/discussions/194440,1777693877.707001925,1777693885.247912884
google.com,https://www.google.com/finance/quote/MSDIX:MUTF,1777693890.248131752,1777693897.045955181
google.com,https://www.google.com/finance/quote/WDOFF:OTCMKTS,1777693902.046185970,1777693908.211638689
google.com,https://www.google.com/finance/quote/CBDS:OTCMKTS,1777693913.211829424,1777693919.181457758
geeksforgeeks.org,https://www.geeksforgeeks.org/maths/class-8-rd-sharma-solutions-chapter-1-rational-numbers-exercise-1-8/,1777693924.181664467,1777693932.376071453
google.com,https://www.google.com/finance/quote/1460:TPE,1777693937.376385450,1777693943.813027382
github.com,https://github.com/BonyLord,1777693948.813208580,1777693955.396279573
geeksforgeeks.org,https://www.geeksforgeeks.org/techtips/resolve-kmode-exception-error-in-windows/,1777693960.396478176,1777693967.901834726
github.com,https://github.com/jovbcorreia,1777693972.902010441,1777693982.744549513
github.com,https://github.com/eMPee584,1777693987.744867563,1777693995.077239752
github.com,https://github.com/github/site-policy/pull/582/review_comment/2921801676,1777694000.077440023,1777694009.127190590
google.com,https://www.google.com/finance/quote/OOO:ASX,1777694014.127391338,1777694020.432584286
github.com,https://github.com/sescanella/PIPA,1777694025.432780981,1777694033.049905300
yahoo.com,https://www.yahoo.com/news/haiti-elections-place-security-improves-024017966.html,1777694038.050081491,1777694163.131585360
google.com,https://www.google.com/finance/quote/BBN1:FRA,1777694168.131754160,1777694196.140035391
yahoo.com,https://www.yahoo.com/entertainment/big-brother-26-spoilers-week-114527708.html,1777694201.140233517,1777694210.589541435
geeksforgeeks.org,https://www.geeksforgeeks.org/python/python-embedded-numbers-summation-in-string-list/,1777694215.589736700,1777694227.497661352
google.com,https://www.google.com/finance/quote/3254:TYO,1777694232.497840643,1777694239.012099743
google.com,https://www.google.com/finance/quote/4927:TPE,1777694244.012398243,1777694251.174687862
github.com,https://github.com/login,1777694256.174887180,1777694262.363358736
google.com,https://www.google.com/finance/quote/FOA:NYSE,1777694267.363547564,1777694276.034700632
geeksforgeeks.org,https://www.geeksforgeeks.org/dsa/numbers-that-are-bitwise-and-of-at-least-one-non-empty-sub-array/,1777694281.034895897,1777694291.555397749
github.com,https://github.com/mcp/com.microsoft/azure,1777694296.555584192,1777694421.656531096
github.com,https://github.com/HelenMel,1777694426.656690836,1777694551.758526564
github.com,https://github.com/settings/billing/licensing,1777694556.758732080,1777694563.092652082
github.com,https://github.com/SarthkDeshmukh,1777694568.092854261,1777694584.043359756
geeksforgeeks.org,https://www.geeksforgeeks.org/cpp/dereference-pointer-in-c/,1777694589.043634653,1777694606.319586754
yahoo.com,https://www.yahoo.com/news/neither-courage-nor-convictions-trumps-152004111.html,1777694611.319746733,1777694622.770509243
geeksforgeeks.org,https://www.geeksforgeeks.org/videos/how-to-replace-text-with-css-1/,1777694627.770701408,1777694640.813795328
yahoo.com,https://www.yahoo.com/news/articles/waukesha-co-judge-grants-partial-212506525.html,1777694645.814007521,1777694770.914544106
yahoo.com,https://www.yahoo.com/entertainment/onlyfans-153630155.html,1777694775.914735556,1777694878.025044441
yahoo.com,https://www.yahoo.com/lifestyle/paint-formica-countertops-cabinets-185927915.html,1777694883.025232077,1777694892.431564808
geeksforgeeks.org,https://www.geeksforgeeks.org/html/html-dom-area-href-property/,1777694897.431735039,1777694908.446737289
geeksforgeeks.org,https://www.geeksforgeeks.org/java/doublebuffer-hasarray-method-in-java-with-examples/,1777694913.446925640,1777694921.887933493
github.com,https://github.com/trending/flux,1777694926.888128281,1777694934.643945932
google.com,https://www.google.com/finance/quote/LIN:NYSE,1777694939.644195795,1777694946.269623518
github.com,https://github.com/rubiojr,1777694951.269821644,1777694960.031659365
github.com,https://github.com/xvvvyz,1777694965.031924963,1777694971.670309782
geeksforgeeks.org,https://www.geeksforgeeks.org/dsa/cat-and-hat/,1777694976.670535088,1777694985.545977116
google.com,https://www.google.com/finance/quote/CYB:NYSEARCA,1777694990.546212435,1777694996.754791498
yahoo.com,https://www.yahoo.com/news/man-allegedly-stole-rv-owner-181417304.html,1777695001.755041599,1777695010.122070312
github.com,https://github.com/github/site-policy/pull/582/review_comment/940888560/minimize,1777695015.122227669,1777695033.246310472
yahoo.com,https://www.yahoo.com/entertainment/articles/blake-lively-just-stole-page-155103148.html,1777695038.246497393,1777695046.067176104
github.com,https://github.com/github/site-policy/pull/582/reviews/3829598048/minimize,1777695051.067350626,1777695061.000998974
geeksforgeeks.org,https://www.geeksforgeeks.org/php/php-reflection-getmodifiernames-function/,1777695066.001187801,1777695074.962834358
geeksforgeeks.org,https://www.geeksforgeeks.org/macroeconomics/chapter-2-forest-and-wildlife-resources-solutions-for-class-10-geography/,1777695079.963031769,1777695087.380575895
github.com,https://github.com/omaarjb,1777695092.380769968,1777695103.361935377
google.com,https://www.google.com/finance/quote/UVALX:MUTF,1777695108.362114191,1777695114.770433426
yahoo.com,https://www.yahoo.com/news/articles/former-kansas-city-motorcycle-gang-203523276.html,1777695119.770639181,1777695129.730669975
github.com,https://github.com/trending/elixir,1777695134.730833292,1777695143.595233679
geeksforgeeks.org,https://www.geeksforgeeks.org/javascript/d3-js-interpolatepurples-function/,1777695148.595439434,1777695156.975212574
github.com,https://github.com/desktop/dugite/pulls,1777695161.975370646,1777695169.213559151
yahoo.com,https://www.yahoo.com/news/fresno-state-community-holds-protest-003848075.html,1777695174.214077711,1777695181.565091848
yahoo.com,https://www.yahoo.com/entertainment/music/articles/chance-meeting-between-pino-palladino-142854236.html,1777695186.565224171,1777695195.512617826
geeksforgeeks.org,https://www.geeksforgeeks.org/data-science/publicly-available-datasets-for-ai-ml-ds/,1777695200.512784243,1777695208.468327522
yahoo.com,https://www.yahoo.com/entertainment/articles/george-r-r-martin-claps-204852524.html,1777695213.468560457,1777695222.441077471
google.com,https://www.google.com/finance/quote/HBRD:ASX,1777695227.441246986,1777695234.156626940
yahoo.com,https://www.yahoo.com/news/gainesville-celebrate-mlk-day-045900120.html,1777695239.156791210,1777695248.433726311
google.com,https://www.google.com/finance/quote/SETFNN50:NSE,1777695253.433956385,1777695259.634199619
yahoo.com,https://www.yahoo.com/entertainment/tom-brady-being-called-worlds-205744627.html,1777695264.634408474,1777695274.479269266
google.com,https://www.google.com/finance/quote/1587:TPE,1777695279.479451418,1777695285.866075754
github.com,https://github.com/github/roadmap/branches,1777695290.866295815,1777695298.276393890
yahoo.com,https://www.yahoo.com/lifestyle/articles/perfectly-balanced-canned-dogfish-head-210000800.html,1777695303.276560068,1777695312.700016022
github.com,https://github.com/orgs/community/discussions/192998,1777695317.700250149,1777695325.398953199
geeksforgeeks.org,https://www.geeksforgeeks.org/python/python-mysql-select-query/,1777695330.399159908,1777695339.721445322
geeksforgeeks.org,https://www.geeksforgeeks.org/dsa/count-nodes-in-the-given-tree-whose-weight-is-a-fibonacci-number/,1777695344.721618414,1777695353.696576118
github.com,https://github.com/Bhanu99517,1777695358.696713209,1777695391.889749289
yahoo.com,https://www.yahoo.com/news/company-edited-mice-genes-them-130000411.html,1777695396.889944553,1777695404.404628515
geeksforgeeks.org,https://www.geeksforgeeks.org/pandas/apply-function-to-every-row-in-a-pandas-dataframe/,1777695409.404809475,1777695416.942376614
google.com,https://www.google.com/intl/ar_ae/admob/analyze.html,1777695421.942556620,1777695429.160535812
google.com,https://www.google.com/finance/quote/PAAS:NASDAQ,1777695434.160762310,1777695440.228974581
github.com,https://github.com/JoeyGellerbit,1777695445.229163885,1777695453.005793333
yahoo.com,https://www.yahoo.com/news/witt-05-26-194908249.html,1777695458.006005049,1777695465.629850864
geeksforgeeks.org,https://www.geeksforgeeks.org/javascript/how-to-create-animated-typing-effect-using-typed-js/,1777695470.630024433,1777695478.726414680
github.com,https://github.com/readme/career-development,1777695483.726655006,1777695492.643920183
google.com,https://www.google.com/finance/quote/AMPY:NYSE,1777695497.644167185,1777695505.633333921
google.com,https://www.google.com/finance/quote/DRRAX:MUTF,1777695510.633529902,1777695516.823542356
geeksforgeeks.org,https://www.geeksforgeeks.org/css/how-to-change-the-order-of-flex-items-in-tailwind-css/,1777695521.823708773,1777695529.982074261
yahoo.com,https://www.yahoo.com/news/michigan-man-fell-icy-lake-153400433.html,1777695534.982243776,1777695543.632373810
yahoo.com,https://www.yahoo.com/news/utah-3rd-district-candidates-debate-030000921.html,1777695548.632574320,1777695557.825026035
geeksforgeeks.org,https://www.geeksforgeeks.org/quizzes/java-threadsleep-method/,1777695562.825225353,1777695570.411696672
google.com,https://www.google.com/finance/quote/3154:TYO,1777695575.411906958,1777695581.816055298
google.com,https://www.google.com/finance/quote/4295:TYO,1777695586.816270351,1777695593.047341585
github.com,https://github.com/trending/kit,1777695598.047540903,1777695604.833601236
yahoo.com,https://www.yahoo.com/tech/tile-slim-2024-180000891.html,1777695609.833785295,1777695626.511634350
google.com,https://www.google.com/finance/quote/QTWO:NYSE,1777695631.511815310,1777695638.611369610
google.com,https://www.google.com/finance/quote/KCLEAN:INDEXSP,1777695643.611548185,1777695650.566420078
geeksforgeeks.org,https://www.geeksforgeeks.org/operating-systems/design-a-concurrent-server-for-handling-multiple-clients-using-fork/,1777695655.566613197,1777695664.232464314
yahoo.com,https://www.yahoo.com/entertainment/interpol-announce-free-concert-z-212533781.html,1777695669.232661009,1777695677.516510725
geeksforgeeks.org,https://www.geeksforgeeks.org/maths/marginal-distribution/,1777695682.516690254,1777695695.344373703
geeksforgeeks.org,https://www.geeksforgeeks.org/python/create-a-two-line-legend-in-a-bokeh-plot/,1777695700.344590425,1777695709.027817726
yahoo.com,https://www.yahoo.com/news/franklin-county-fair-starts-thursday-120017494.html,1777695714.028000355,1777695839.122067690
github.com,https://github.com/feanil,1777695844.122224808,1777695881.852556467
github.com,https://github.com/features/code-review,1777695886.852743626,1777695894.768202543
github.com,https://github.com/orgs/community/discussions/categories/copilot-news-and-announcements,1777695899.768401146,1777695909.314578295
yahoo.com,https://www.yahoo.com/news/york-dublin-video-back-shutdown-154138770.html,1777695914.314767122,1777695929.026853085
yahoo.com,https://www.yahoo.com/lifestyle/midday-interview-1st-lady-columbus-171932252.html,1777695934.027100086,1777695946.174128056
github.com,https://github.com/github/github-mcp-server,1777695951.174310207,1777695962.159804821
github.com,https://github.com/mduenias,1777695967.159978151,1777695974.903487444
github.com,https://github.com/aymanbismail,1777695979.903709650,1777695989.336522341
geeksforgeeks.org,https://www.geeksforgeeks.org/android/glow-textview-in-android/,1777695994.336793184,1777696010.076764345
geeksforgeeks.org,https://www.geeksforgeeks.org/dsa/find-a-n-digit-number-such-that-it-is-not-divisible-by-any-of-its-digits-2/,1777696015.076933861,1777696026.199929237
github.com,https://github.com/orgs/community/discussions/193075,1777696031.200111866,1777696037.876156330
geeksforgeeks.org,https://www.geeksforgeeks.org/cloud-computing/virtualization-cloud-computing-types/,1777696042.876321793,1777696055.067702055
yahoo.com,https://www.yahoo.com/news/articles/trump-says-not-looking-destroy-173450667.html,1777696060.067870140,1777696072.854892731
yahoo.com,https://www.yahoo.com/entertainment/trump-felt-wounded-loss-kim-181426820.html,1777696077.855187893,1777696087.388111591
yahoo.com,https://www.yahoo.com/entertainment/articles/vince-vaughn-visits-donald-trump-234642778.html,1777696092.388310194,1777696217.488549709
yahoo.com,https://www.yahoo.com/news/king-charles-shares-rare-cancer-150752328.html,1777696222.488727570,1777696337.510331154
geeksforgeeks.org,https://www.geeksforgeeks.org/php/cakephp-vs-lumen/,1777696342.510543108,1777696353.925950050
github.com,https://github.com/community/.github,1777696358.926149845,1777696367.255177259
github.com,https://github.com/Leocm123,1777696372.255459070,1777696379.101989985
google.com,https://www.google.com/finance/quote/HECO:CNSX,1777696384.102178097,1777696391.394260645
github.com,https://github.com/services/modernizing-legacy-apps-with-github-copilot,1777696396.394442320,1777696403.706565619
yahoo.com,https://www.yahoo.com/news/coinbase-rocked-400m-insider-hack-181314226.html,1777696408.706775188,1777696533.757878304
geeksforgeeks.org,https://www.geeksforgeeks.org/cpp/cpp-keywords/,1777696538.758111477,1777696641.987014294
google.com,https://www.google.com/finance/quote/JTYBX:MUTF,1777696646.987195969,1777696655.206806898
github.com,https://github.com/R055A,1777696660.206997871,1777696674.443713188
github.com,https://github.com/orgs/community/discussions/categories/accessibility,1777696679.443881035,1777696688.345055342
google.com,https://www.google.com/finance/quote/HOVS:NSE,1777696693.345231771,1777696699.335351467
github.com,https://github.com/dipree,1777696704.335674047,1777696710.981699228
github.com,https://github.com/trending/classic-asp,1777696715.981915474,1777696722.970796347
yahoo.com,https://www.yahoo.com/news/latin-american-entertainment-headlines-9-050000738.html,1777696727.971048355,1777696735.669240236
github.com,https://github.com/orgs/community/discussions/categories/code-security,1777696740.669399500,1777696751.693587542
geeksforgeeks.org,https://www.geeksforgeeks.org/aptitude-gq/puzzle-chemical-mystery/,1777696756.693770170,1777696765.407377243
geeksforgeeks.org,https://www.geeksforgeeks.org/python/getting-screens-height-and-width-using-tkinter-python/,1777696770.407552958,1777696780.436725855
github.com,https://github.com/orgs/community/discussions/194217,1777696785.436925411,1777696792.745515823
github.com,https://github.com/marketplace,1777696797.745709896,1777696824.791721106
google.com,https://www.google.com/finance/quote/CENTRALBK:NSE,1777696829.791924715,1777696837.284954309
yahoo.com,https://www.yahoo.com/news/pd-man-assaults-woman-believed-182410984.html,1777696842.285153389,1777696849.340806246
geeksforgeeks.org,https://www.geeksforgeeks.org/interview-experiences/tss-consultancy-interview-experience/,1777696854.341018200,1777696862.380167961
yahoo.com,https://www.yahoo.com/entertainment/celebrity/articles/heath-ledger-daughter-matilda-spitting-053128111.html,1777696867.380319118,1777696875.930260420
yahoo.com,https://www.yahoo.com/lifestyle/articles/10-tips-building-perfect-snack-182000769.html,1777696880.930448055,1777696891.342184782
yahoo.com,https://www.yahoo.com/entertainment/articles/lebron-james-wife-savannah-james-060228467.html,1777696896.342393875,1777696904.936178923
yahoo.com,https://www.yahoo.com/news/articles/moon-phase-today-moon-look-231225633.html,1777696909.936366796,1777696917.697771311
geeksforgeeks.org,https://www.geeksforgeeks.org/javascript/javascript-program-to-find-length-of-linked-list-using-javascript/,1777696922.697967291,1777696931.123932600
google.com,https://www.google.com/finance/quote/ACRS:NASDAQ,1777696936.124154806,1777696943.802956104
google.com,https://www.google.com/intl/it_it/chromebook/shop-chromebooks/,1777696948.803178787,1777696955.144502640
geeksforgeeks.org,https://www.geeksforgeeks.org/node-js/how-to-access-cache-data-in-node-js/,1777696960.144721746,1777696972.421623707
github.com,https://github.com/mcp/netdata/mcp-server,1777696977.421802759,1777696990.988591433
geeksforgeeks.org,https://www.geeksforgeeks.org/interview-experiences/barclays-ba3-internship-interview-experience-on-campus-2022/,1777696995.988778591,1777697004.263756275
google.com,https://www.google.com/intl/ro_ro/adsense/start/resources/monetization-tips-to-optimize-google-adsense/,1777697009.263954401,1777697015.620348930
google.com,https://www.google.com/intl/mn/forms/about/,1777697020.620525360,1777697029.082940817
geeksforgeeks.org,https://www.geeksforgeeks.org/social-science/charter-act-of-1813-features-importance-drawbacks/,1777697034.083250999,1777697041.445128202
geeksforgeeks.org,https://www.geeksforgeeks.org/physics/parallel-axis-theorem/,1777697046.445319414,1777697053.696407795
google.com,https://www.google.com/intl/en_us/chromebook/exp/13102899/windows-user/discover-chromebook/,1777697058.696609974,1777697064.430073261
yahoo.com,https://www.yahoo.com/news/articles/zelenskyy-removes-former-top-aide-195000920.html,1777697069.430269480,1777697077.228958368
google.com,https://www.google.com/intl/es-419/nonprofits/success-stories/van-gogh-museum/,1777697082.229151487,1777697089.673834562
yahoo.com,https://www.yahoo.com/news/henderson-takes-junior-ambassadors-kentucky-170036297.html,1777697094.674156904,1777697219.774560452
github.com,https://github.com/ppalaga,1777697224.774735212,1777697326.554613590
yahoo.com,https://www.yahoo.com/news/weather/switzerland/canton-of-lucerne/eigenthal-782310,1777697331.554744005,1777697443.178545237
github.com,https://github.com/chanlay12,1777697448.178668499,1777697455.339790106
google.com,https://www.google.com/intl/ru/nonprofits/resources/faq/,1777697460.340128183,1777697466.535069704
yahoo.com,https://www.yahoo.com/news/weather/austria/upper-austria/grossraming-545227,1777697471.535259962,1777697487.986595631
google.com,https://www.google.com/intl/ja_jp/chromebook/chromeos-user/chromebookplus/,1777697492.986760378,1777697498.886045933
github.com,https://github.com/Ilorix,1777697503.886224747,1777697513.739868641
google.com,https://www.google.com/intl/en_au/chrome/canary/,1777697518.740066767,1777697524.989212990
geeksforgeeks.org,https://www.geeksforgeeks.org/python/how-to-fix-modulenotfounderror-no-module-named-pil-in-python/,1777697529.989398241,1777697540.203657150
yahoo.com,https://www.yahoo.com/news/us-president-biden-receive-chancellor-155653567.html,1777697545.203825951,1777697670.304893017
github.com,https://github.com/evan-richards,1777697675.305099487,1777697800.352759600
google.com,https://www.google.com/intl/ml_in/chrome/terms/,1777697805.352953196,1777697852.370087147
yahoo.com,https://news.yahoo.com/ukrainian-drones-easy-prey-kadyrovite-153800172.html,1777697857.370271921,1777697864.569006920
yahoo.com,https://www.yahoo.com/lifestyle/articles/unique-costco-location-shoppers-love-160500245.html,1777697869.569186926,1777697994.670587301
yahoo.com,https://news.yahoo.com/trump-goes-another-unhinged-tirade-191619271.html,1777748234.997342348,1777748360.099318027
geeksforgeeks.org,https://www.geeksforgeeks.org/quizzes/html-computer-code-elements/,1777748365.099480391,1777748418.479772091
yahoo.com,https://www.yahoo.com/tech/timelapse-movie-mode-interval-timer-120320994.html,1777748423.479950905,1777748548.580513000
google.com,https://www.google.com/intl/en-GB/partners/about/,1777748553.580696344,1777748577.025651932
github.com,https://github.com/trending/ninja,1777748582.025828362,1777748597.032539129
yahoo.com,https://www.yahoo.com/news/pinkys-rooftop-royal-oak-close-130944451.html,1777748602.032715559,1777748628.319964409
google.com,https://www.google.com/intl/ar_bh/adsense/start/resources/monetization-tips-to-optimize-google-adsense/,1777748633.320178032,1777748648.227709532
yahoo.com,https://www.yahoo.com/news/weather/canada/ontario/casselman-3372,1777748653.228036165,1777748719.387134552
github.com,https://github.com/orgs/community/discussions/193657,1777748724.387515306,1777748730.652077198
geeksforgeeks.org,https://www.geeksforgeeks.org/system-design/how-to-use-a-cdn-to-improve-web-performance/,1777748735.652279377,1777748745.087251425
yahoo.com,https://www.yahoo.com/news/articles/trump-insists-popular-2020-could-175906070.html,1777748750.087419033,1777748875.188531160
google.com,https://www.google.com/intl/pl/chrome/iphone/,1777748880.188695669,1777749005.290388584
google.com,https://www.google.com/intl/es-419/adsense/start/resources/creating-content-in-3-steps/,1777749010.290532112,1777749059.221530914
google.com,https://www.google.com/intl/lo/drive/download/,1777749064.221706152,1777749084.600069284
yahoo.com,https://www.yahoo.com/lifestyle/burning-browned-butter-easy-mistake-161551557.html,1777749089.600250959,1777749116.451630354
geeksforgeeks.org,https://www.geeksforgeeks.org/cpp/binary-tree-in-cpp/,1777749121.451802731,1777749140.495286226
google.com,https://www.google.com/intl/ar_sa/adsense/start/resources/best-format-your-site-for-adsense/,1777749145.495460510,1777749154.726547718
github.com,https://github.com/github/roadmap/pulse,1777749159.726932764,1777749172.246589661
geeksforgeeks.org,https://www.geeksforgeeks.org/interview-experiences/microsoft-interview-experience-3-years-experienced/,1777749177.246769905,1777749189.850838900
geeksforgeeks.org,https://www.geeksforgeeks.org/c-sharp/c-sharp-searching-the-index-of-specified-object-in-collectiont/,1777749194.851018667,1777749209.389840364
geeksforgeeks.org,https://www.geeksforgeeks.org/python/wand-create-empty-image-with-background/,1777749214.389990568,1777749225.911600351
yahoo.com,https://www.yahoo.com/news/city-charlotte-reaches-700k-settlement-233319933.html,1777749230.911763191,1777749355.920180082
geeksforgeeks.org,https://www.geeksforgeeks.org/physics/how-to-calculate-the-frequency-of-oscillation/,1777749360.920400620,1777749370.430582285
github.com,https://github.com/GibeomOh,1777749375.430751801,1777749387.532903910
geeksforgeeks.org,https://www.geeksforgeeks.org/css/semantic-ui-input-size-variation/,1777749392.533095360,1777749401.455897808
google.com,https://www.google.com/intl/hi/nonprofits/,1777749406.456160069,1777749418.231504440
github.com,https://github.com/trending/smali,1777749423.231661320,1777749430.583207130
github.com,https://github.com/github/cost-center-automation,1777749435.583405972,1777749443.787660599
google.com,https://www.google.com/intl/zh-CN_cn/admob/success.html,1777749448.787831783,1777749459.937412500
yahoo.com,https://www.yahoo.com/news/pa-211-day-united-way-160750896.html,1777749464.937575340,1777749590.038760662
yahoo.com,https://www.yahoo.com/entertainment/celebrity/articles/martha-stewart-relaunches-her-very-151857094.html,1777749595.038974524,1777749702.757617712
google.com,https://www.google.com/intl/es_es/admob/resources.html,1777749707.757796288,1777749715.054260731
github.com,https://github.com/knqyf263,1777749720.054437637,1777749732.270983219
yahoo.com,https://www.yahoo.com/news/accused-drunk-driver-evading-police-192606590.html,1777749737.271215916,1777749761.466777086
geeksforgeeks.org,https://www.geeksforgeeks.org/reactjs/how-to-use-innerhtml-in-react-js/,1777749766.466952085,1777749781.463905811
google.com,https://www.google.com/intl/it_it/chromebook/,1777749786.464097500,1777749797.573917627
github.com,https://github.com/shivrajcodez,1777749802.574115992,1777749821.280703306
yahoo.com,https://www.yahoo.com/news/articles/donald-trump-makes-huge-promise-094728787.html,1777749826.280881166,1777749841.823377609
yahoo.com,https://www.yahoo.com/news/west-virginia-bridge-build-design-232552186.html,1777749846.823549032,1777749953.894750118
google.com,https://www.google.com/get/spectrumdatabase/sandbox/business/,1777749958.895249367,1777749973.220879793
geeksforgeeks.org,https://www.geeksforgeeks.org/physics/applications-of-physics-in-environmental-science/,1777749978.221077204,1777749988.988422394
github.com,https://github.com/trending/q%2,1777749993.988585234,1777750000.105327368
geeksforgeeks.org,https://www.geeksforgeeks.org/interview-experiences/google-interview-experience-for-software-developer/,1777750005.105504036,1777750013.312680483
github.com,https://github.com/desktop/desktop/blob/development/.prettierrc.yml,1777750018.312842846,1777750025.835186243
geeksforgeeks.org,https://www.geeksforgeeks.org/computer-networks/host-data-safeguarding/,1777750030.835398197,1777750043.367592812
google.com,https://www.google.com/intl/cs_cz/adsense/start/resources/3-types-of-sites/,1777750048.367772341,1777750064.171705246
google.com,https://www.google.com/intl/sr_rs/adsense/start/contact-form/,1777750069.171874285,1777750077.251895666
geeksforgeeks.org,https://www.geeksforgeeks.org/html/difference-between-the-directory-menu-lists-and-the-unordered-list/,1777750082.252080441,1777750094.795852900
yahoo.com,https://www.yahoo.com/entertainment/tv/articles/american-idol-contestant-stutter-jesse-134015927.html,1777750099.796036243,1777750224.897515774
geeksforgeeks.org,https://www.geeksforgeeks.org/interview-experiences/infineon-technologies-interview-experience-on-campus-2023/,1777750229.897692442,1777750322.521924496
github.com,https://github.com/trending/fortran-free-form,1777750327.522124529,1777750334.610580444
github.com,https://github.com/github/CopilotForXcode,1777750339.610760927,1777750389.950855732
github.com,https://github.com/priaansh-gupta,1777750394.951157570,1777750402.291570902
github.com,https://github.com/Daacad44,1777750407.291784048,1777750413.391950607
github.com,https://github.com/github/gh-aw/pulls,1777750418.392181873,1777750425.094038963
google.com,https://www.google.com/intl/fr_ca/chromebook/chromeos-user/,1777750430.094410419,1777750437.298174620
geeksforgeeks.org,https://www.geeksforgeeks.org/interview-experiences/tejas-networks-interview-experience-on-campus-october-2024/,1777750442.298354864,1777750449.519745111
geeksforgeeks.org,https://www.geeksforgeeks.org/javascript/lodash-_-bitwiseor-method/,1777750454.519907951,1777750465.792787313
geeksforgeeks.org,https://www.geeksforgeeks.org/python/python-escape-reserved-characters-in-strings-list/,1777750470.792988777,1777750478.775447130
github.com,https://github.com/orbisvicis,1777750483.775612831,1777750493.840470552
github.com,https://github.com/helkhiana,1777750498.840683699,1777750504.921769619
yahoo.com,https://www.yahoo.com/lifestyle/articles/simple-trick-grandmother-taught-fluffiest-143000452.html,1777750509.921937227,1777750529.299024105
github.com,https://github.com/Captain-RedArcher,1777750534.299199820,1777750540.435290813
yahoo.com,https://www.yahoo.com/news/articles/auburndale-man-arrested-detectives-76-174322763.html,1777750545.435468435,1777750557.608764410
geeksforgeeks.org,https://www.geeksforgeeks.org/jquery/jqwidgets-jqxcalendar-refresh-method/,1777750562.608949900,1777750570.067766190
github.com,https://github.com/trending/oasv3-yaml,1777750575.067944288,1777750582.007970572
yahoo.com,https://www.yahoo.com/news/articles/coca-cola-laying-off-75-180602250.html,1777750587.008171082,1777750712.109493732
